date,apy24h,volume24hUsd,feesAndRewards24hUsd,cumulativeFeesAndRewardsUsd,stakingYieldA,stakingYieldB
2023-08-29T01:00:00.000Z,0,0,0,0,,
2023-08-29T02:00:00.000Z,0,0,0,0,,
2023-08-29T03:00:00.000Z,0,0,0,0,,
2023-08-29T04:00:00.000Z,0,0,0,0,,
2023-08-29T05:00:00.000Z,0,0,0,0,,
2023-08-29T06:00:00.000Z,0,0,0,0,,
2023-08-29T07:00:00.000Z,0,0,0,0,,
2023-08-29T08:00:00.000Z,0,0,0,0,,
2023-08-29T09:00:00.000Z,0,0,0,0,,
2023-08-29T10:00:00.000Z,0,0,0,0,,
2023-08-29T11:00:00.000Z,0,0,0,0,,
2023-08-29T12:00:00.000Z,0,0,0,0,,
2023-08-29T13:00:00.000Z,0,0,0,0,,
2023-08-29T14:00:00.000Z,0,0,0,0,,
